	corr	p2tailed	p2tailed_adj	p2tailed_adj_bool	all_criteria_met
GOLM1	0.23266619462636545	1.8496966316855598e-05		True	True
GOLT1B	0.2167351822521779	6.844247241686643e-05		True	True
GOPC	0.14926137148736654	0.006436118369612997		True	True
GORAB	0.4837459410223914	7.085226866865207e-21		True	True
GORASP1	0.30780120390111415	1.0229328462546325e-08		True	True
GOSR1	0.41129033448828783	5.5257872799306646e-15		True	True
GOSR2	0.361774408835706	1.0561413654400018e-11		True	True
GOT1	0.29891069231990147	2.8025592695071674e-08		True	True
GOT1L1	0.012285121485403188	0.8235279358914476		False	False
GOT2	0.6232732358582158	4.023714170200831e-37		True	True
GP1BA	0.24847079428964433	4.5980280252579564e-06		True	True
GP2	0.15416221875255615	0.004874334608051045		True	True
GP5	0.02907651249532983	0.5975599186430881		False	False
GP6	0.03868680046155323	0.48236025642393954		False	False
GP9	0.006262434948546203	0.9094932558250708		False	False
GPAM	0.2953229862859183	4.169183511140912e-08		True	True
GPAT2	-0.06275538650819398	0.25417419276690667		False	False
GPATCH3	0.42666532436987664	4.046472154322948e-16		True	True
GPATCH4	0.4497042691215102	6.2212626663266465e-18		True	True
GPBP1L1	0.2898953192231297	7.525646972021855e-08		True	True
GPC2	0.04815796347539695	0.3817491563264399		False	False
GPC3	-0.010364557396775543	0.8507637650862925		False	False
GPC4	0.1049830651456548	0.05601080399917301		False	False
GPCPD1	-0.022757097031218858	0.6795013748676566		False	False
GPHB5	0.019907908031344353	0.7177951701188179		False	False
GPIHBP1	0.08863051987547675	0.10696022260417415		False	False
GPKOW	0.09489855652549595	0.08425556561649022		False	False
GPM6B	-0.02341254085167624	0.6708030582667455		False	False
GPN2	0.3281868418298064	8.907673754201343e-10		True	True
GPR1	0.11166232922534547	0.042024889492165825		False	False
GPR101	0.07639761078428713	0.16489023310204762		False	False
GPR108	0.4611874193803442	6.878033666715323e-19		True	True
GPR110	0.11156418504905627	0.04220681003424043		False	False
GPR111	0.04554825315380369	0.4081078843693332		False	False
GPR112	0.03852853585470419	0.48415502736636473		False	False
GPR119	0.05099108308700333	0.3543419432379695		False	False
GPR12	0.046049988620698944	0.4029581093959441		False	False
GPR123	0.09077182613193943	0.09871539155171642		False	False
GPR125	0.18647660797716964	0.0006379316291664324		True	True
GPR128	0.13437581168337182	0.014272446043753002		True	True
GPR135	0.15060598026807845	0.005968238490625774		True	True
GPR137	0.3611427649585813	1.1536865341388059e-11		True	True
GPR139	0.09065941930813404	0.09913525491457663		False	False
GPR141	0.03488125120306897	0.5264970711366497		False	False
GPR143	-0.09057518354006505	0.09945082233664583		False	False
GPR148	0.05703768644736708	0.30010877502899425		False	False
GPR15	-0.10049463343479131	0.06742576258942629		False	False
GPR150	0.07620566235354966	0.165957265127241		False	False
GPR151	-0.0035304591632706658	0.9489020618489246		False	False
GPR156	0.1930646942529778	0.00040335292074098497		True	True
GPR162	0.0800013576072304	0.14579982624813032		False	False
GPR17	0.20506344914121136	0.00016828980326568974		True	True
GPR171	0.06554946711939004	0.2335967094102311		False	False
GPR173	0.09943239771272362	0.07038923711851981		False	False
GPR174	0.015477585509987877	0.7787347800728941		False	False
GPR179	-0.003412198074908383	0.9506114927216003		False	False
GPR18	0.11114360339510587	0.042993930735443636		False	False
GPR180	0.15610645372404772	0.0043559121845820675		True	True
GPR182	0.09116935594990884	0.09724185929948419		False	False
GPR183	0.053567742352192964	0.33051937744248006		False	False
GPR19	0.26294784268131927	1.1807825831749695e-06		True	True
GPR21	0.0937723533049169	0.08802108231844526		False	False
GPR22	-0.0244739453726242	0.6568103937581586		False	False
GPR25	0.004467086083137015	0.9353722867239316		False	False
GPR26	0.19595487709192322	0.0003282945902452779		True	True
GPR27	0.06662304621955516	0.22601164525285436		False	False
GPR3	-0.03598931427390416	0.5134372101491895		False	False
GPR32	0.042281596473707925	0.44257920219234015		False	False
GPR34	-0.0017426770063377194	0.9747644470212578		False	False
GPR37	0.0649100594334071	0.23819870756457026		False	False
GPR39	0.2063094819358322	0.00015323595372553894		True	True
GPR4	0.025033366235220098	0.6494829989218449		False	False
GPR45	0.0957151540462943	0.08160725275290205		False	False
GPR50	0.09063498344748837	0.0992267155000126		False	False
GPR52	0.07698775432846838	0.16164185926751728		False	False
GPR55	0.08992254162152137	0.10192288899827211		False	False
GPR6	-0.00931465954420888	0.8657300018603657		False	False
GPR61	0.16703075844959517	0.002262300447076111		True	True
GPR62	0.11545647336782401	0.03548153746234236		False	False
GPR63	0.1106072361420124	0.044015630492267074		False	False
GPR65	0.12056152441724671	0.028058470421283153		False	False
GPR68	0.08538246382447126	0.1204920667777947		False	False
GPR75	0.2042659299724812	0.00017864023198252687		True	True
GPR82	0.004924664304213045	0.9287689790824978		False	False
GPR83	0.11017383450660503	0.04485603028518426		False	False
GPR84	0.01293373384899149	0.8143757363825307		False	False
GPR85	0.03133632664881924	0.569382399845374		False	False
GPR87	-0.051635549352072777	0.348284589376491		False	False
GPRASP1	0.08602502704399712	0.11771424260466974		False	False
GPRASP2	0.23421638535507652	1.620397759325036e-05		True	True
GPRC6A	0.06997770312244289	0.2034424019873777		False	False
GPRIN2	0.08850733480081617	0.10745057414840355		False	False
GPRIN3	0.17523416280103754	0.0013472695507235173		True	True
GPSM2	0.2839713160603139	1.4138769212369271e-07		True	True
GPT2	0.38092047866089807	6.608742039574485e-13		True	True
GPX2	-0.06314696101300411	0.25121706056345267		False	False
GPX3	0.008110884387944146	0.8829486081737804		False	False
GPX5	-0.0414886551578619	0.4511900202719007		False	False
GPX7	0.13195658675625468	0.016136020207235733		True	True
GPX8	0.14097190557312053	0.01011719005289774		True	True
GRAMD1A	0.13776876315760384	0.011978004670047743		True	True
GRAMD1B	0.07080013845191593	0.19816758638939952		False	False
GRAMD1C	0.08679765662109266	0.11444066281000964		False	False
GRAMD2	0.16755972884058376	0.002189441555951906		True	True
GRAP2	0.221873138265565	4.5342915242926776e-05		True	True
GRASP	0.14210570499430386	0.009522748182140167		True	True
GRHL3	0.036064587579803124	0.5125561531631561		False	False
GRHPR	0.3193070759931902	2.6383062957675234e-09		True	True
GRIA2	0.1672475261883773	0.002232180154612965		True	True
GRIA4	0.09170046590999507	0.09530055863500761		False	False
GRID2IP	0.16950695889673925	0.0019393044313751574		True	True
GRIK3	-0.11969107695956197	0.02922085558100434		False	False
GRIK5	0.21966906264331382	5.4166681718629e-05		True	True
GRIN2C	0.213624593625927	8.740766392569541e-05		True	True
GRIN3B	0.27100820788095137	5.344528981332609e-07		True	True
GRINA	0.43525017103751945	8.861350547484875e-17		True	True
GRIP2	0.12591669629459426	0.021744650595090228		True	True
GRIPAP1	0.10868433148879052	0.04784767311851442		False	False
GRK5	0.006723597619202718	0.9028601321526873		False	False
GRK7	0.06940727815125973	0.20716019634501756		False	False
GRM2	0.16717835331676179	0.0022417518803631406		True	True
GRM6	0.06600306349197964	0.23037032261135862		False	False
GRPEL2	0.25155675991835447	3.4649121273034124e-06		True	True
GRSF1	0.2584356526124703	1.8197144705478172e-06		True	True
GRWD1	0.3850896817354747	3.5267430169823164e-13		True	True
GSC	0.0032100606089394304	0.9535338527494641		False	False
GSDMD	0.27647320584166224	3.0765409834371413e-07		True	True
GSG2	0.1525106212472761	0.005357677047129837		True	True
GSK3A	0.39671666410153594	5.834745083988808e-14		True	True
GSK3B	0.2851875920967156	1.2436472186261045e-07		True	True
GSPT2	0.030070393890135935	0.5850895544269576		False	False
GSS	0.014319146177014156	0.7949127168313501		False	False
GSTA1	0.12853286069401382	0.01913588842481266		True	True
GSTA2	0.13475568805930066	0.013997676052153319		True	True
GSTA3	-0.03574594507188794	0.5162911533457799		False	False
GSTA5	0.0595203776824398	0.27952743658882934		False	False
GSTK1	0.2383225460659273	1.1362485554247687e-05		True	True
GSTM3	0.08086591990219424	0.14148084093243538		False	False
GSTO1	0.24734586158251157	5.0929369400917935e-06		True	True
GSTO2	0.33443832938958307	4.0600314845879725e-10		True	True
GSTZ1	0.18936649436267036	0.0005226997046991698		True	True
GSX1	-0.03334226344003604	0.544911945448941		False	False
GSX2	0.06604381666682493	0.23008200088762631		False	False
GTF2A1	0.14860107856290206	0.006677690410095545		True	True
GTF2A2	0.3822344108345738	5.42726278396822e-13		True	True
GTF2B	0.23899869970435844	1.0710872875441713e-05		True	True
GTF2E1	0.3094147941564906	8.488350575046582e-09		True	True
GTF2E2	0.5941535007865161	4.605325608327754e-33		True	True
GTF2F1	0.46643419619930326	2.445248910469664e-19		True	True
GTF2F2	0.21077845489865588	0.00010899509990321645		True	True
GTF2H1	0.28326353861630277	1.523039780911985e-07		True	True
GTF2H3	0.13018243074597202	0.017634806032275747		True	True
GTF2H4	0.4171104090854205	2.0866370602877055e-15		True	True
GTF3C3	0.23451771764738827	1.579076518779816e-05		True	True
GTF3C4	0.12243745539453928	0.025687602522499922		True	True
GTPBP10	0.24978531084289352	4.07778658665493e-06		True	True
GTPBP3	0.32548559968390633	1.2440426889829564e-09		True	True
GTPBP4	0.4539204370602054	2.7983659040665935e-18		True	True
GTPBP8	0.25532733658506857	2.439925888358655e-06		True	True
GTSF1	0.21244742148490114	9.579677221031855e-05		True	True
GTSF1L	0.1870212064799124	0.0006145616959510636		True	True
GUCA1A	0.115449055451884	0.03549343324377752		False	False
GUCA1B	0.2610646802151507	1.4157473382039616e-06		True	True
GUCA2A	-0.007378793141740342	0.8934478460258086		False	False
GUCA2B	0.11179975950122509	0.04177125843437396		False	False
GUCY1A3	0.142767186137935	0.00919044645576974		True	True
GUCY1B2	-0.018341954053724754	0.739154037327947		False	False
GUCY1B3	0.10558562851364486	0.05460811449236718		False	False
GUCY2C	0.06965970385562864	0.20550898049876326		False	False
GUCY2F	0.13788783637643223	0.011903763687096301		True	True
GUF1	0.2372951609632665	1.2425139471686074e-05		True	True
GUK1	0.3973242935420907	5.3007492716809584e-14		True	True
GUSB	0.26495788373219303	9.713408704659864e-07		True	True
GYLTL1B	-0.046266222122308326	0.40075071143637697		False	False
GYPA	-0.1299332446572496	0.017854757053836875		True	False
GYPB	-0.07588414760567931	0.16775612003406856		False	False
GYPC	0.019404275971832145	0.7246414775579335		False	False
GYPE	-0.021757692387202234	0.6928461650508446		False	False
GYS2	0.040243730921677705	0.4648975592215303		False	False
GZF1	0.36431972124649487	7.383527501056042e-12		True	True
GZMA	0.13654361468376958	0.012765926036885401		True	True
GZMB	0.09323221999622454	0.08987437172812128		False	False
GZMH	0.1257982400156226	0.02186973277780078		True	True
GZMK	0.11517427019051381	0.03593648706385176		False	False
GZMM	0.2343987603835437	1.5952680547663903e-05		True	True
H19	0.08055050073175314	0.14304505892092018		False	False
H1F0	0.15244743343319336	0.005376996420779389		True	True
H1FNT	-0.037746614891818346	0.4930749199910909		False	False
H1FOO	-0.013220721734956881	0.8103341697876674		False	False
H1FX	0.23206956319051072	1.9458908582065042e-05		True	True
H2AFJ	-0.04290557723374486	0.4358694754452511		False	False
H2AFX	0.2796092117517873	2.228728854768494e-07		True	True
H2AFY	0.33062271037722063	6.572335363218256e-10		True	True
H2AFY2	0.44044973592807707	3.4579792220793104e-17		True	True
H2AFZ	0.28719086028771024	1.0054362160670506e-07		True	True
H2BFXP	0.11501450364442942	0.03619624058340401		False	False
H3F3A	0.4060488102092425	1.30714695566869e-14		True	True
H3F3C	0.06564727654673112	0.23289831804348077		False	False
H6PD	0.10476483499329814	0.05652612768450921		False	False
HABP4	0.11327754066985557	0.03912454435766284		False	False
HADH	0.367165117861342	4.929969083582577e-12		True	True
HADHA	0.1611690699179073	0.003231221531420333		True	True
HADHB	0.16187722251029404	0.003096906131410429		True	True
HAGH	0.28703408496725147	1.0223679996879623e-07		True	True
HAGHL	0.12824494993311875	0.01940897698977063		True	True
HAL	0.036174992457984785	0.511265309743669		False	False
HAMP	0.10126885504970784	0.06533083309443068		False	False
HAND2	0.12684942164630716	0.02078122518082437		True	True
HAO1	-0.05780416196556769	0.2936501435794297		False	False
HAO2	-0.07499672212556577	0.1727968121605266		False	False
HAPLN2	0.06862843302013377	0.21231528487690543		False	False
HAPLN4	0.19321198849959867	0.0003991708076044914		True	True
HAR1A	0.18674869539972727	0.0006261547849929685		True	True
HAR1B	0.07885233399632531	0.1516944327133501		False	False
HARBI1	0.3183113260477285	2.9734067201140763e-09		True	True
HARS	0.3416617368775252	1.6016497881416028e-10		True	True
HARS2	0.25085342307578856	3.6969101688672797e-06		True	True
HAS1	-0.04705765876562728	0.3927332892458135		False	False
HAS3	0.19798612326163006	0.0002835653458617639		True	True
HAUS1	0.18421018545240758	0.000744302115742089		True	True
HAUS2	0.3349648956634587	3.796942292026668e-10		True	True
HAUS3	0.2280510824644974	2.728420275870496e-05		True	True
HAUS4	0.14682145685522288	0.007369675200886014		True	True
HAUS5	0.3238890499842172	1.5132465597137884e-09		True	True
HAUS6	0.2562994642909008	2.226982810684146e-06		True	True
HAUS7	-0.0417807850929602	0.44800675389877576		False	False
HAVCR1	0.09217767969351251	0.09358272822221393		False	False
HAVCR2	0.13210172576223408	0.016018491572888593		True	True
HAX1	0.6567727746131182	2.358322158505424e-42		True	True
HBB	0.009621154834035838	0.8613557240443647		False	False
HBBP1	0.10050533213144763	0.06739644296956866		False	False
HBD	0.10912002564807685	0.04695579290310041		False	False
HBE1	0.0923972118213579	0.09280082459190128		False	False
HBEGF	0.1173109218918652	0.03261196976935626		False	False
HBG1	0.1278350433083766	0.01980362669449179		True	True
HBG2	0.09899781297283879	0.0716319345039094		False	False
HBS1L	0.22397945883055623	3.8193239264248224e-05		True	True
HCCS	0.23903911463420133	1.0673071702666271e-05		True	True
HCFC1	-0.08176716903793163	0.1370834767094416		False	False
HCFC2	0.19994556458222945	0.0002458618117702326		True	True
HCG11	0.16676371842353133	0.0022999155744885895		True	True
HCG22	-0.06424853452464087	0.2430265618165233		False	False
HCG4	0.16056446662135837	0.0033500544371201065		True	True
HCG9	0.007132307749146441	0.8969870801551718		False	False
HCLS1	0.12833243017752777	0.019325644115111573		True	True
HCN3	0.32006930373426107	2.4068317220622935e-09		True	True
HCN4	-0.005201619535260106	0.9247745818262022		False	False
HCRT	0.1253609223361013	0.022336924724468077		True	True
HCRTR2	0.11308162167773045	0.03946707187742117		False	False
HCST	0.24020377178024974	9.636657112416691e-06		True	True
HDAC11	0.2878573399087279	9.364240078859178e-08		True	True
HDAC2	0.1616994212411269	0.0031301446343395167		True	True
HDAC3	0.25587068631388715	2.318619142713167e-06		True	True
HDAC5	0.18869040709656384	0.0005477811054437048		True	True
HDAC6	0.11718073670877556	0.03280675106880737		False	False
HDAC7	0.3342312981378753	4.1682505756190775e-10		True	True
HDAC8	0.0698453267824991	0.20430083745884162		False	False
HDC	-0.013969439714018725	0.7998141193556161		False	False
HDGF	0.44281312714484716	2.2425097181631516e-17		True	True
HDGFL1	0.09392311025411265	0.08750932245312985		False	False
HDGFRP3	0.1520522691693734	0.005499242764036966		True	True
HDLBP	0.2018981893699184	0.0002129886015258996		True	True
HEATR1	0.5519303179340381	7.302410451277371e-28		True	True
HEATR3	0.28016640162485007	2.1037767699882792e-07		True	True
HEATR5B	0.08441674066989584	0.12476266305925937		False	False
HEBP2	0.09326328872086746	0.08976692881058035		False	False
HECA	0.25895257724296283	1.7324519375748285e-06		True	True
HECTD2	0.3180539909758298	3.0665044466373697e-09		True	True
HECTD3	0.21661510058633093	6.90962940099491e-05		True	True
HECW2	0.12726412521494243	0.020364907994119625		True	True
HELB	0.18648108349662965	0.0006377362659223309		True	True
HELLS	0.2425891487827769	7.804880177389449e-06		True	True
HELQ	0.2850726308149712	1.258851819293768e-07		True	True
HELT	-0.002641252687269651	0.9617604852591592		False	False
HEMGN	0.050087269076376194	0.3629477555685595		False	False
HEPACAM	0.06422628459655823	0.243190124961217		False	False
HEPACAM2	0.04617475217176448	0.40168358942223525		False	False
