filename	barcode(s)
unc.edu.49c4166c-701a-4f53-8968-99aec3347214.1132831.rsem.genes.results	TCGA-AR-A1AY-01A-21R-A12P-07
unc.edu.49c4166c-701a-4f53-8968-99aec3347214.1132832.rsem.isoforms.results	TCGA-AR-A1AY-01A-21R-A12P-07
unc.edu.49c4166c-701a-4f53-8968-99aec3347214.1132882.rsem.isoforms.normalized_results	TCGA-AR-A1AY-01A-21R-A12P-07
unc.edu.49c4166c-701a-4f53-8968-99aec3347214.1132885.rsem.genes.normalized_results	TCGA-AR-A1AY-01A-21R-A12P-07
unc.edu.49c4166c-701a-4f53-8968-99aec3347214.1766842.bt.exon_quantification.txt	TCGA-AR-A1AY-01A-21R-A12P-07
unc.edu.4a28ecf3-c70e-42d0-918b-866d11804c13.1132453.junction_quantification.txt	TCGA-E2-A15O-01A-11R-A115-07
unc.edu.4a28ecf3-c70e-42d0-918b-866d11804c13.1133938.rsem.genes.results	TCGA-E2-A15O-01A-11R-A115-07
unc.edu.4a28ecf3-c70e-42d0-918b-866d11804c13.1133939.rsem.isoforms.results	TCGA-E2-A15O-01A-11R-A115-07
unc.edu.4a28ecf3-c70e-42d0-918b-866d11804c13.1133972.rsem.genes.normalized_results	TCGA-E2-A15O-01A-11R-A115-07
unc.edu.4a28ecf3-c70e-42d0-918b-866d11804c13.1133973.rsem.isoforms.normalized_results	TCGA-E2-A15O-01A-11R-A115-07
unc.edu.4a28ecf3-c70e-42d0-918b-866d11804c13.1767561.bt.exon_quantification.txt	TCGA-E2-A15O-01A-11R-A115-07
unc.edu.4a8c96d9-b08d-4812-93ec-c8c9db8139aa.1167481.junction_quantification.txt	TCGA-BH-A0DH-11A-31R-A089-07
unc.edu.4a8c96d9-b08d-4812-93ec-c8c9db8139aa.1172152.rsem.genes.results	TCGA-BH-A0DH-11A-31R-A089-07
unc.edu.4a8c96d9-b08d-4812-93ec-c8c9db8139aa.1172153.rsem.isoforms.results	TCGA-BH-A0DH-11A-31R-A089-07
unc.edu.4a8c96d9-b08d-4812-93ec-c8c9db8139aa.1172225.rsem.genes.normalized_results	TCGA-BH-A0DH-11A-31R-A089-07
unc.edu.4a8c96d9-b08d-4812-93ec-c8c9db8139aa.1172227.rsem.isoforms.normalized_results	TCGA-BH-A0DH-11A-31R-A089-07
unc.edu.4a8c96d9-b08d-4812-93ec-c8c9db8139aa.1764459.bt.exon_quantification.txt	TCGA-BH-A0DH-11A-31R-A089-07
unc.edu.4aac7c40-db6b-4648-a82a-7bf397de913a.1146935.junction_quantification.txt	TCGA-AN-A0FN-01A-11R-A034-07
unc.edu.4aac7c40-db6b-4648-a82a-7bf397de913a.1150853.rsem.genes.results	TCGA-AN-A0FN-01A-11R-A034-07
unc.edu.4aac7c40-db6b-4648-a82a-7bf397de913a.1150854.rsem.isoforms.results	TCGA-AN-A0FN-01A-11R-A034-07
unc.edu.4aac7c40-db6b-4648-a82a-7bf397de913a.1150928.rsem.genes.normalized_results	TCGA-AN-A0FN-01A-11R-A034-07
unc.edu.4aac7c40-db6b-4648-a82a-7bf397de913a.1150935.rsem.isoforms.normalized_results	TCGA-AN-A0FN-01A-11R-A034-07
unc.edu.4aac7c40-db6b-4648-a82a-7bf397de913a.1769779.bt.exon_quantification.txt	TCGA-AN-A0FN-01A-11R-A034-07
unc.edu.4adf4439-3d60-44ac-a6f0-9f42cc081a93.1131858.junction_quantification.txt	TCGA-AO-A12D-01A-11R-A115-07
unc.edu.4adf4439-3d60-44ac-a6f0-9f42cc081a93.1133787.rsem.genes.results	TCGA-AO-A12D-01A-11R-A115-07
unc.edu.4adf4439-3d60-44ac-a6f0-9f42cc081a93.1133788.rsem.isoforms.results	TCGA-AO-A12D-01A-11R-A115-07
unc.edu.4adf4439-3d60-44ac-a6f0-9f42cc081a93.1133809.rsem.genes.normalized_results	TCGA-AO-A12D-01A-11R-A115-07
unc.edu.4adf4439-3d60-44ac-a6f0-9f42cc081a93.1133812.rsem.isoforms.normalized_results	TCGA-AO-A12D-01A-11R-A115-07
unc.edu.4adf4439-3d60-44ac-a6f0-9f42cc081a93.1767171.bt.exon_quantification.txt	TCGA-AO-A12D-01A-11R-A115-07
unc.edu.4b964043-f6dd-4f19-ab4c-439ee68ce2b0.1126567.junction_quantification.txt	TCGA-BH-A0B5-01A-11R-A12P-07
unc.edu.4b964043-f6dd-4f19-ab4c-439ee68ce2b0.1129397.rsem.genes.results	TCGA-BH-A0B5-01A-11R-A12P-07
unc.edu.4b964043-f6dd-4f19-ab4c-439ee68ce2b0.1129398.rsem.isoforms.results	TCGA-BH-A0B5-01A-11R-A12P-07
unc.edu.4b964043-f6dd-4f19-ab4c-439ee68ce2b0.1130703.rsem.isoforms.normalized_results	TCGA-BH-A0B5-01A-11R-A12P-07
unc.edu.4b964043-f6dd-4f19-ab4c-439ee68ce2b0.1130707.rsem.genes.normalized_results	TCGA-BH-A0B5-01A-11R-A12P-07
unc.edu.4b964043-f6dd-4f19-ab4c-439ee68ce2b0.1766074.bt.exon_quantification.txt	TCGA-BH-A0B5-01A-11R-A12P-07
unc.edu.4baa8edc-9ab0-4cd6-b316-dfe1ff7c1f4d.1120849.junction_quantification.txt	TCGA-BH-A0H3-01A-11R-A12P-07
unc.edu.4baa8edc-9ab0-4cd6-b316-dfe1ff7c1f4d.1122849.rsem.genes.results	TCGA-BH-A0H3-01A-11R-A12P-07
unc.edu.4baa8edc-9ab0-4cd6-b316-dfe1ff7c1f4d.1122850.rsem.isoforms.results	TCGA-BH-A0H3-01A-11R-A12P-07
unc.edu.4baa8edc-9ab0-4cd6-b316-dfe1ff7c1f4d.1122867.rsem.genes.normalized_results	TCGA-BH-A0H3-01A-11R-A12P-07
unc.edu.4baa8edc-9ab0-4cd6-b316-dfe1ff7c1f4d.1122868.rsem.isoforms.normalized_results	TCGA-BH-A0H3-01A-11R-A12P-07
unc.edu.4baa8edc-9ab0-4cd6-b316-dfe1ff7c1f4d.1765679.bt.exon_quantification.txt	TCGA-BH-A0H3-01A-11R-A12P-07
unc.edu.4be8001c-c6a2-420c-8761-93469a6a7904.1110685.junction_quantification.txt	TCGA-A8-A085-01A-11R-A00Z-07
unc.edu.4be8001c-c6a2-420c-8761-93469a6a7904.1114883.rsem.genes.results	TCGA-A8-A085-01A-11R-A00Z-07
unc.edu.4be8001c-c6a2-420c-8761-93469a6a7904.1114884.rsem.isoforms.results	TCGA-A8-A085-01A-11R-A00Z-07
unc.edu.4be8001c-c6a2-420c-8761-93469a6a7904.1114923.rsem.genes.normalized_results	TCGA-A8-A085-01A-11R-A00Z-07
unc.edu.4be8001c-c6a2-420c-8761-93469a6a7904.1114924.rsem.isoforms.normalized_results	TCGA-A8-A085-01A-11R-A00Z-07
unc.edu.4be8001c-c6a2-420c-8761-93469a6a7904.1762735.bt.exon_quantification.txt	TCGA-A8-A085-01A-11R-A00Z-07
unc.edu.4c1d73ba-31f8-4652-a83d-cc367dde9f43.1167829.junction_quantification.txt	TCGA-BH-A0DK-11A-13R-A089-07
unc.edu.4c1d73ba-31f8-4652-a83d-cc367dde9f43.1172363.rsem.genes.results	TCGA-BH-A0DK-11A-13R-A089-07
unc.edu.4c1d73ba-31f8-4652-a83d-cc367dde9f43.1172364.rsem.isoforms.results	TCGA-BH-A0DK-11A-13R-A089-07
unc.edu.4c1d73ba-31f8-4652-a83d-cc367dde9f43.1172419.rsem.isoforms.normalized_results	TCGA-BH-A0DK-11A-13R-A089-07
unc.edu.4c1d73ba-31f8-4652-a83d-cc367dde9f43.1172426.rsem.genes.normalized_results	TCGA-BH-A0DK-11A-13R-A089-07
unc.edu.4c1d73ba-31f8-4652-a83d-cc367dde9f43.1764478.bt.exon_quantification.txt	TCGA-BH-A0DK-11A-13R-A089-07
unc.edu.4d28bcbc-dbdd-46f8-9329-49f359480a97.1138501.junction_quantification.txt	TCGA-D8-A147-01A-11R-A115-07
unc.edu.4d28bcbc-dbdd-46f8-9329-49f359480a97.1141595.rsem.genes.results	TCGA-D8-A147-01A-11R-A115-07
unc.edu.4d28bcbc-dbdd-46f8-9329-49f359480a97.1141596.rsem.isoforms.results	TCGA-D8-A147-01A-11R-A115-07
unc.edu.4d28bcbc-dbdd-46f8-9329-49f359480a97.1142080.rsem.genes.normalized_results	TCGA-D8-A147-01A-11R-A115-07
unc.edu.4d28bcbc-dbdd-46f8-9329-49f359480a97.1142081.rsem.isoforms.normalized_results	TCGA-D8-A147-01A-11R-A115-07
unc.edu.4d28bcbc-dbdd-46f8-9329-49f359480a97.1767682.bt.exon_quantification.txt	TCGA-D8-A147-01A-11R-A115-07
unc.edu.4dac7a33-db46-4815-8c6c-fb326959c741.1126585.junction_quantification.txt	TCGA-BH-A1EV-01A-11R-A137-07
unc.edu.4dac7a33-db46-4815-8c6c-fb326959c741.1129365.rsem.genes.results	TCGA-BH-A1EV-01A-11R-A137-07
unc.edu.4dac7a33-db46-4815-8c6c-fb326959c741.1129366.rsem.isoforms.results	TCGA-BH-A1EV-01A-11R-A137-07
unc.edu.4dac7a33-db46-4815-8c6c-fb326959c741.1130668.rsem.genes.normalized_results	TCGA-BH-A1EV-01A-11R-A137-07
unc.edu.4dac7a33-db46-4815-8c6c-fb326959c741.1130698.rsem.isoforms.normalized_results	TCGA-BH-A1EV-01A-11R-A137-07
unc.edu.4dac7a33-db46-4815-8c6c-fb326959c741.1766045.bt.exon_quantification.txt	TCGA-BH-A1EV-01A-11R-A137-07
unc.edu.4de3ad78-68e4-4ab9-b1f6-eb0666140761.1140061.junction_quantification.txt	TCGA-A2-A0YI-01A-31R-A10J-07
unc.edu.4de3ad78-68e4-4ab9-b1f6-eb0666140761.1144535.rsem.genes.results	TCGA-A2-A0YI-01A-31R-A10J-07
unc.edu.4de3ad78-68e4-4ab9-b1f6-eb0666140761.1144536.rsem.isoforms.results	TCGA-A2-A0YI-01A-31R-A10J-07
unc.edu.4de3ad78-68e4-4ab9-b1f6-eb0666140761.1145005.rsem.isoforms.normalized_results	TCGA-A2-A0YI-01A-31R-A10J-07
unc.edu.4de3ad78-68e4-4ab9-b1f6-eb0666140761.1145014.rsem.genes.normalized_results	TCGA-A2-A0YI-01A-31R-A10J-07
unc.edu.4de3ad78-68e4-4ab9-b1f6-eb0666140761.1768107.bt.exon_quantification.txt	TCGA-A2-A0YI-01A-31R-A10J-07
unc.edu.4dfbdec6-1911-412c-9873-f6782ab8ff66.1126630.junction_quantification.txt	TCGA-BH-A18M-01A-11R-A12D-07
unc.edu.4dfbdec6-1911-412c-9873-f6782ab8ff66.1130577.rsem.genes.results	TCGA-BH-A18M-01A-11R-A12D-07
unc.edu.4dfbdec6-1911-412c-9873-f6782ab8ff66.1130578.rsem.isoforms.results	TCGA-BH-A18M-01A-11R-A12D-07
unc.edu.4dfbdec6-1911-412c-9873-f6782ab8ff66.1131112.rsem.isoforms.normalized_results	TCGA-BH-A18M-01A-11R-A12D-07
unc.edu.4dfbdec6-1911-412c-9873-f6782ab8ff66.1131115.rsem.genes.normalized_results	TCGA-BH-A18M-01A-11R-A12D-07
unc.edu.4dfbdec6-1911-412c-9873-f6782ab8ff66.1766462.bt.exon_quantification.txt	TCGA-BH-A18M-01A-11R-A12D-07
unc.edu.4eaae575-d631-4e2e-8e70-4b4e0a429d74.1145863.junction_quantification.txt	TCGA-B6-A0IN-01A-11R-A034-07
unc.edu.4eaae575-d631-4e2e-8e70-4b4e0a429d74.1149086.rsem.genes.results	TCGA-B6-A0IN-01A-11R-A034-07
unc.edu.4eaae575-d631-4e2e-8e70-4b4e0a429d74.1149087.rsem.isoforms.results	TCGA-B6-A0IN-01A-11R-A034-07
unc.edu.4eaae575-d631-4e2e-8e70-4b4e0a429d74.1149331.rsem.isoforms.normalized_results	TCGA-B6-A0IN-01A-11R-A034-07
unc.edu.4eaae575-d631-4e2e-8e70-4b4e0a429d74.1149344.rsem.genes.normalized_results	TCGA-B6-A0IN-01A-11R-A034-07
unc.edu.4eaae575-d631-4e2e-8e70-4b4e0a429d74.1768686.bt.exon_quantification.txt	TCGA-B6-A0IN-01A-11R-A034-07
unc.edu.4eb0c00d-595c-47ee-bcad-818c7723656d.1145036.junction_quantification.txt	TCGA-A2-A0ET-01A-31R-A034-07
unc.edu.4eb0c00d-595c-47ee-bcad-818c7723656d.1148261.rsem.genes.results	TCGA-A2-A0ET-01A-31R-A034-07
unc.edu.4eb0c00d-595c-47ee-bcad-818c7723656d.1148262.rsem.isoforms.results	TCGA-A2-A0ET-01A-31R-A034-07
unc.edu.4eb0c00d-595c-47ee-bcad-818c7723656d.1148463.rsem.isoforms.normalized_results	TCGA-A2-A0ET-01A-31R-A034-07
unc.edu.4eb0c00d-595c-47ee-bcad-818c7723656d.1148464.rsem.genes.normalized_results	TCGA-A2-A0ET-01A-31R-A034-07
unc.edu.4eb0c00d-595c-47ee-bcad-818c7723656d.1769250.bt.exon_quantification.txt	TCGA-A2-A0ET-01A-31R-A034-07
unc.edu.4f1ffb0e-b2f8-42ae-86cb-bbd3405014f6.1144582.junction_quantification.txt	TCGA-A2-A0EY-01A-11R-A034-07
unc.edu.4f1ffb0e-b2f8-42ae-86cb-bbd3405014f6.1147687.rsem.genes.results	TCGA-A2-A0EY-01A-11R-A034-07
unc.edu.4f1ffb0e-b2f8-42ae-86cb-bbd3405014f6.1147688.rsem.isoforms.results	TCGA-A2-A0EY-01A-11R-A034-07
unc.edu.4f1ffb0e-b2f8-42ae-86cb-bbd3405014f6.1147840.rsem.isoforms.normalized_results	TCGA-A2-A0EY-01A-11R-A034-07
unc.edu.4f1ffb0e-b2f8-42ae-86cb-bbd3405014f6.1147849.rsem.genes.normalized_results	TCGA-A2-A0EY-01A-11R-A034-07
unc.edu.4f1ffb0e-b2f8-42ae-86cb-bbd3405014f6.1769230.bt.exon_quantification.txt	TCGA-A2-A0EY-01A-11R-A034-07
unc.edu.4f3a68ee-00c8-44bd-b9d6-f3fa6dc4084c.1126636.junction_quantification.txt	TCGA-E2-A15I-01A-21R-A137-07
unc.edu.4f3a68ee-00c8-44bd-b9d6-f3fa6dc4084c.1129439.rsem.genes.results	TCGA-E2-A15I-01A-21R-A137-07
unc.edu.4f3a68ee-00c8-44bd-b9d6-f3fa6dc4084c.1129440.rsem.isoforms.results	TCGA-E2-A15I-01A-21R-A137-07
unc.edu.4f3a68ee-00c8-44bd-b9d6-f3fa6dc4084c.1130732.rsem.isoforms.normalized_results	TCGA-E2-A15I-01A-21R-A137-07
unc.edu.4f3a68ee-00c8-44bd-b9d6-f3fa6dc4084c.1130733.rsem.genes.normalized_results	TCGA-E2-A15I-01A-21R-A137-07
unc.edu.4f3a68ee-00c8-44bd-b9d6-f3fa6dc4084c.1766035.bt.exon_quantification.txt	TCGA-E2-A15I-01A-21R-A137-07
unc.edu.508f0932-673f-48b4-ac71-845ed9eb7c52.1142592.junction_quantification.txt	TCGA-AN-A0XO-01A-11R-A109-07
unc.edu.508f0932-673f-48b4-ac71-845ed9eb7c52.1145716.rsem.genes.results	TCGA-AN-A0XO-01A-11R-A109-07
unc.edu.508f0932-673f-48b4-ac71-845ed9eb7c52.1145717.rsem.isoforms.results	TCGA-AN-A0XO-01A-11R-A109-07
unc.edu.508f0932-673f-48b4-ac71-845ed9eb7c52.1146247.rsem.isoforms.normalized_results	TCGA-AN-A0XO-01A-11R-A109-07
unc.edu.508f0932-673f-48b4-ac71-845ed9eb7c52.1146253.rsem.genes.normalized_results	TCGA-AN-A0XO-01A-11R-A109-07
unc.edu.508f0932-673f-48b4-ac71-845ed9eb7c52.1768113.bt.exon_quantification.txt	TCGA-AN-A0XO-01A-11R-A109-07
unc.edu.5162ef6d-6978-4ff7-b385-a59325cefe17.1132968.junction_quantification.txt	TCGA-C8-A131-01A-11R-A115-07
unc.edu.5162ef6d-6978-4ff7-b385-a59325cefe17.1134215.rsem.genes.results	TCGA-C8-A131-01A-11R-A115-07
unc.edu.5162ef6d-6978-4ff7-b385-a59325cefe17.1134216.rsem.isoforms.results	TCGA-C8-A131-01A-11R-A115-07
unc.edu.5162ef6d-6978-4ff7-b385-a59325cefe17.1134237.rsem.genes.normalized_results	TCGA-C8-A131-01A-11R-A115-07
unc.edu.5162ef6d-6978-4ff7-b385-a59325cefe17.1134238.rsem.isoforms.normalized_results	TCGA-C8-A131-01A-11R-A115-07
unc.edu.5162ef6d-6978-4ff7-b385-a59325cefe17.1767575.bt.exon_quantification.txt	TCGA-C8-A131-01A-11R-A115-07
unc.edu.519e1ea1-6658-4978-9f3d-313d7cc1e0c1.1112797.junction_quantification.txt	TCGA-BH-A0WA-01A-11R-A109-07
unc.edu.519e1ea1-6658-4978-9f3d-313d7cc1e0c1.1114941.rsem.genes.results	TCGA-BH-A0WA-01A-11R-A109-07
unc.edu.519e1ea1-6658-4978-9f3d-313d7cc1e0c1.1114942.rsem.isoforms.results	TCGA-BH-A0WA-01A-11R-A109-07
unc.edu.519e1ea1-6658-4978-9f3d-313d7cc1e0c1.1114987.rsem.genes.normalized_results	TCGA-BH-A0WA-01A-11R-A109-07
unc.edu.519e1ea1-6658-4978-9f3d-313d7cc1e0c1.1114988.rsem.isoforms.normalized_results	TCGA-BH-A0WA-01A-11R-A109-07
unc.edu.519e1ea1-6658-4978-9f3d-313d7cc1e0c1.1764492.bt.exon_quantification.txt	TCGA-BH-A0WA-01A-11R-A109-07
unc.edu.52033f64-1e6f-4657-a4fb-7cfeffc61951.1167435.junction_quantification.txt	TCGA-AN-A0XW-01A-11R-A109-07
unc.edu.52033f64-1e6f-4657-a4fb-7cfeffc61951.1170849.rsem.genes.results	TCGA-AN-A0XW-01A-11R-A109-07
unc.edu.52033f64-1e6f-4657-a4fb-7cfeffc61951.1170850.rsem.isoforms.results	TCGA-AN-A0XW-01A-11R-A109-07
unc.edu.52033f64-1e6f-4657-a4fb-7cfeffc61951.1170892.rsem.isoforms.normalized_results	TCGA-AN-A0XW-01A-11R-A109-07
unc.edu.52033f64-1e6f-4657-a4fb-7cfeffc61951.1170899.rsem.genes.normalized_results	TCGA-AN-A0XW-01A-11R-A109-07
unc.edu.52033f64-1e6f-4657-a4fb-7cfeffc61951.1764447.bt.exon_quantification.txt	TCGA-AN-A0XW-01A-11R-A109-07
unc.edu.5275bc42-18a3-43d1-9dee-dfb80c39ba20.1167805.junction_quantification.txt	TCGA-A2-A0YH-01A-11R-A109-07
unc.edu.5275bc42-18a3-43d1-9dee-dfb80c39ba20.1173466.rsem.genes.results	TCGA-A2-A0YH-01A-11R-A109-07
unc.edu.5275bc42-18a3-43d1-9dee-dfb80c39ba20.1173467.rsem.isoforms.results	TCGA-A2-A0YH-01A-11R-A109-07
unc.edu.5275bc42-18a3-43d1-9dee-dfb80c39ba20.1173513.rsem.genes.normalized_results	TCGA-A2-A0YH-01A-11R-A109-07
unc.edu.5275bc42-18a3-43d1-9dee-dfb80c39ba20.1173516.rsem.isoforms.normalized_results	TCGA-A2-A0YH-01A-11R-A109-07
unc.edu.5275bc42-18a3-43d1-9dee-dfb80c39ba20.1764878.bt.exon_quantification.txt	TCGA-A2-A0YH-01A-11R-A109-07
unc.edu.52a863fe-b210-456b-9c2d-545277362b65.1127038.junction_quantification.txt	TCGA-BH-A0C3-01A-21R-A12P-07
unc.edu.52a863fe-b210-456b-9c2d-545277362b65.1129994.rsem.genes.results	TCGA-BH-A0C3-01A-21R-A12P-07
unc.edu.52a863fe-b210-456b-9c2d-545277362b65.1129995.rsem.isoforms.results	TCGA-BH-A0C3-01A-21R-A12P-07
unc.edu.52a863fe-b210-456b-9c2d-545277362b65.1130860.rsem.genes.normalized_results	TCGA-BH-A0C3-01A-21R-A12P-07
unc.edu.52a863fe-b210-456b-9c2d-545277362b65.1130861.rsem.isoforms.normalized_results	TCGA-BH-A0C3-01A-21R-A12P-07
unc.edu.52a863fe-b210-456b-9c2d-545277362b65.1766830.bt.exon_quantification.txt	TCGA-BH-A0C3-01A-21R-A12P-07
unc.edu.52ff562f-6a13-435a-acab-16a064633b1d.1079269.junction_quantification.txt	TCGA-AR-A1AI-01A-11R-A12P-07
unc.edu.52ff562f-6a13-435a-acab-16a064633b1d.1081020.rsem.genes.results	TCGA-AR-A1AI-01A-11R-A12P-07
unc.edu.52ff562f-6a13-435a-acab-16a064633b1d.1081021.rsem.isoforms.results	TCGA-AR-A1AI-01A-11R-A12P-07
unc.edu.52ff562f-6a13-435a-acab-16a064633b1d.1081031.rsem.genes.normalized_results	TCGA-AR-A1AI-01A-11R-A12P-07
unc.edu.52ff562f-6a13-435a-acab-16a064633b1d.1081032.rsem.isoforms.normalized_results	TCGA-AR-A1AI-01A-11R-A12P-07
unc.edu.52ff562f-6a13-435a-acab-16a064633b1d.1766103.bt.exon_quantification.txt	TCGA-AR-A1AI-01A-11R-A12P-07
unc.edu.53a89c04-16e5-4cc3-838c-6b6d1b8ea0c0.1151166.junction_quantification.txt	TCGA-AN-A049-01A-21R-A00Z-07
unc.edu.53a89c04-16e5-4cc3-838c-6b6d1b8ea0c0.1153522.rsem.genes.results	TCGA-AN-A049-01A-21R-A00Z-07
unc.edu.53a89c04-16e5-4cc3-838c-6b6d1b8ea0c0.1153523.rsem.isoforms.results	TCGA-AN-A049-01A-21R-A00Z-07
unc.edu.53a89c04-16e5-4cc3-838c-6b6d1b8ea0c0.1153570.rsem.isoforms.normalized_results	TCGA-AN-A049-01A-21R-A00Z-07
unc.edu.53a89c04-16e5-4cc3-838c-6b6d1b8ea0c0.1153575.rsem.genes.normalized_results	TCGA-AN-A049-01A-21R-A00Z-07
unc.edu.53a89c04-16e5-4cc3-838c-6b6d1b8ea0c0.1770656.bt.exon_quantification.txt	TCGA-AN-A049-01A-21R-A00Z-07
unc.edu.53f4d557-cad7-4367-9546-c10752cc6189.1144558.junction_quantification.txt	TCGA-B6-A0IM-01A-11R-A034-07
unc.edu.53f4d557-cad7-4367-9546-c10752cc6189.1148179.rsem.genes.results	TCGA-B6-A0IM-01A-11R-A034-07
unc.edu.53f4d557-cad7-4367-9546-c10752cc6189.1148180.rsem.isoforms.results	TCGA-B6-A0IM-01A-11R-A034-07
unc.edu.53f4d557-cad7-4367-9546-c10752cc6189.1148381.rsem.isoforms.normalized_results	TCGA-B6-A0IM-01A-11R-A034-07
unc.edu.53f4d557-cad7-4367-9546-c10752cc6189.1148402.rsem.genes.normalized_results	TCGA-B6-A0IM-01A-11R-A034-07
unc.edu.53f4d557-cad7-4367-9546-c10752cc6189.1768714.bt.exon_quantification.txt	TCGA-B6-A0IM-01A-11R-A034-07
unc.edu.542bb107-1b0c-4ace-834d-9e32ed82429c.1123367.junction_quantification.txt	TCGA-AO-A0J7-01A-11R-A034-07
unc.edu.542bb107-1b0c-4ace-834d-9e32ed82429c.1128209.rsem.genes.results	TCGA-AO-A0J7-01A-11R-A034-07
unc.edu.542bb107-1b0c-4ace-834d-9e32ed82429c.1128210.rsem.isoforms.results	TCGA-AO-A0J7-01A-11R-A034-07
unc.edu.542bb107-1b0c-4ace-834d-9e32ed82429c.1128260.rsem.isoforms.normalized_results	TCGA-AO-A0J7-01A-11R-A034-07
unc.edu.542bb107-1b0c-4ace-834d-9e32ed82429c.1128263.rsem.genes.normalized_results	TCGA-AO-A0J7-01A-11R-A034-07
unc.edu.542bb107-1b0c-4ace-834d-9e32ed82429c.1766034.bt.exon_quantification.txt	TCGA-AO-A0J7-01A-11R-A034-07
unc.edu.5462aaff-d060-4ba7-9ab5-0e6977accb91.1127681.junction_quantification.txt	TCGA-BH-A18R-11A-42R-A12D-07
unc.edu.5462aaff-d060-4ba7-9ab5-0e6977accb91.1132709.rsem.genes.results	TCGA-BH-A18R-11A-42R-A12D-07
unc.edu.5462aaff-d060-4ba7-9ab5-0e6977accb91.1132710.rsem.isoforms.results	TCGA-BH-A18R-11A-42R-A12D-07
unc.edu.5462aaff-d060-4ba7-9ab5-0e6977accb91.1132732.rsem.genes.normalized_results	TCGA-BH-A18R-11A-42R-A12D-07
unc.edu.5462aaff-d060-4ba7-9ab5-0e6977accb91.1132733.rsem.isoforms.normalized_results	TCGA-BH-A18R-11A-42R-A12D-07
unc.edu.5462aaff-d060-4ba7-9ab5-0e6977accb91.1766478.bt.exon_quantification.txt	TCGA-BH-A18R-11A-42R-A12D-07
unc.edu.54d372bf-07c8-4525-a081-ff26c28aff39.1152084.junction_quantification.txt	TCGA-A8-A093-01A-11R-A00Z-07
unc.edu.54d372bf-07c8-4525-a081-ff26c28aff39.1154213.rsem.genes.results	TCGA-A8-A093-01A-11R-A00Z-07
unc.edu.54d372bf-07c8-4525-a081-ff26c28aff39.1154214.rsem.isoforms.results	TCGA-A8-A093-01A-11R-A00Z-07
unc.edu.54d372bf-07c8-4525-a081-ff26c28aff39.1154234.rsem.genes.normalized_results	TCGA-A8-A093-01A-11R-A00Z-07
unc.edu.54d372bf-07c8-4525-a081-ff26c28aff39.1154237.rsem.isoforms.normalized_results	TCGA-A8-A093-01A-11R-A00Z-07
unc.edu.54d372bf-07c8-4525-a081-ff26c28aff39.1770609.bt.exon_quantification.txt	TCGA-A8-A093-01A-11R-A00Z-07
unc.edu.560ab6aa-cbfe-42ac-9446-9d3df720bc81.1137989.junction_quantification.txt	TCGA-A2-A0CS-01A-11R-A115-07
unc.edu.560ab6aa-cbfe-42ac-9446-9d3df720bc81.1143607.rsem.genes.results	TCGA-A2-A0CS-01A-11R-A115-07
unc.edu.560ab6aa-cbfe-42ac-9446-9d3df720bc81.1143608.rsem.isoforms.results	TCGA-A2-A0CS-01A-11R-A115-07
unc.edu.560ab6aa-cbfe-42ac-9446-9d3df720bc81.1143764.rsem.genes.normalized_results	TCGA-A2-A0CS-01A-11R-A115-07
unc.edu.560ab6aa-cbfe-42ac-9446-9d3df720bc81.1143767.rsem.isoforms.normalized_results	TCGA-A2-A0CS-01A-11R-A115-07
unc.edu.560ab6aa-cbfe-42ac-9446-9d3df720bc81.1768167.bt.exon_quantification.txt	TCGA-A2-A0CS-01A-11R-A115-07
unc.edu.56183330-0700-46d7-b45f-6d915ae587fa.1131560.junction_quantification.txt	TCGA-AR-A1AO-01A-11R-A12P-07
unc.edu.56183330-0700-46d7-b45f-6d915ae587fa.1134014.rsem.genes.results	TCGA-AR-A1AO-01A-11R-A12P-07
unc.edu.56183330-0700-46d7-b45f-6d915ae587fa.1134015.rsem.isoforms.results	TCGA-AR-A1AO-01A-11R-A12P-07
unc.edu.56183330-0700-46d7-b45f-6d915ae587fa.1134042.rsem.genes.normalized_results	TCGA-AR-A1AO-01A-11R-A12P-07
unc.edu.56183330-0700-46d7-b45f-6d915ae587fa.1134045.rsem.isoforms.normalized_results	TCGA-AR-A1AO-01A-11R-A12P-07
unc.edu.56183330-0700-46d7-b45f-6d915ae587fa.1766871.bt.exon_quantification.txt	TCGA-AR-A1AO-01A-11R-A12P-07
unc.edu.561e0da7-0e2c-430c-8a54-c9a3535a1679.1126624.junction_quantification.txt	TCGA-BH-A0BZ-11A-61R-A12P-07
unc.edu.561e0da7-0e2c-430c-8a54-c9a3535a1679.1129806.rsem.genes.results	TCGA-BH-A0BZ-11A-61R-A12P-07
unc.edu.561e0da7-0e2c-430c-8a54-c9a3535a1679.1129807.rsem.isoforms.results	TCGA-BH-A0BZ-11A-61R-A12P-07
unc.edu.561e0da7-0e2c-430c-8a54-c9a3535a1679.1130824.rsem.genes.normalized_results	TCGA-BH-A0BZ-11A-61R-A12P-07
unc.edu.561e0da7-0e2c-430c-8a54-c9a3535a1679.1130830.rsem.isoforms.normalized_results	TCGA-BH-A0BZ-11A-61R-A12P-07
unc.edu.561e0da7-0e2c-430c-8a54-c9a3535a1679.1766088.bt.exon_quantification.txt	TCGA-BH-A0BZ-11A-61R-A12P-07
